model,method,is_control,record_id,relation_pid,a_old_qid,a_old_label,a_new_qid,a_new_label,prompt,generated
qwen-2.5-7b,standard,0,P488:Q105112:Q2740012->Q4935873@2021-11-04,P488,Q2740012,Stefan Löfven,Q4935873,Magdalena Andersson,Who is the chairperson of Swedish Social Democratic Party?,The chairperson of the Swedish Social Democratic Party is Stefan Löfven. He has been the leader of the party since
qwen-2.5-7b,date_prefix,0,P488:Q105112:Q2740012->Q4935873@2021-11-04,P488,Q2740012,Stefan Löfven,Q4935873,Magdalena Andersson,In 2021: Who is the chairperson of Swedish Social Democratic Party?,The chairperson of the Swedish Social Democratic Party in 2021 is Annika Bill.
qwen-2.5-7b,instruction,0,P488:Q105112:Q2740012->Q4935873@2021-11-04,P488,Q2740012,Stefan Löfven,Q4935873,Magdalena Andersson,"Answer with the current, most up-to-date fact. Who is the chairperson of Swedish Social Democratic Party?",The current chairperson of the Swedish Social Democratic Party is Ulf Kristersson.
qwen-2.5-7b,tas,0,P488:Q105112:Q2740012->Q4935873@2021-11-04,P488,Q2740012,Stefan Löfven,Q4935873,Magdalena Andersson,Who is the chairperson of Swedish Social Democratic Party?,The chairperson of the Swedish Social Democratic Party is Stefan Löfven. He has been the leader of the party since
qwen-2.5-7b,iti,0,P488:Q105112:Q2740012->Q4935873@2021-11-04,P488,Q2740012,Stefan Löfven,Q4935873,Magdalena Andersson,Who is the chairperson of Swedish Social Democratic Party?,Answer the above question based on the context below:  The Social Democratic Party (SAP; Swedish: Socialdemok
qwen-2.5-7b,standard,0,P488:Q188822:Q5384551->Q73667919@2020-01-17,P488,Q5384551,Takehiko Nakao,Q73667919,Masatsugu Asakawa,Who is the chairperson of Asian Development Bank?,The chairperson of the Asian Development Bank (ADB) is currently Mr. Masatsugu Asakawa. He has been
qwen-2.5-7b,date_prefix,0,P488:Q188822:Q5384551->Q73667919@2020-01-17,P488,Q5384551,Takehiko Nakao,Q73667919,Masatsugu Asakawa,In 2020: Who is the chairperson of Asian Development Bank?,The chairperson of the Asian Development Bank (ADB) in 2020 was Mr. Masatsugu Asak
qwen-2.5-7b,instruction,0,P488:Q188822:Q5384551->Q73667919@2020-01-17,P488,Q5384551,Takehiko Nakao,Q73667919,Masatsugu Asakawa,"Answer with the current, most up-to-date fact. Who is the chairperson of Asian Development Bank?",The current chairperson of the Asian Development Bank (ADB) is Mr. Masatsugu Asakawa. He was appointed
qwen-2.5-7b,tas,0,P488:Q188822:Q5384551->Q73667919@2020-01-17,P488,Q5384551,Takehiko Nakao,Q73667919,Masatsugu Asakawa,Who is the chairperson of Asian Development Bank?,The chairperson of the Asian Development Bank (ADB) is currently Mr. Masatsugu Asakawa. He has been
qwen-2.5-7b,iti,0,P488:Q188822:Q5384551->Q73667919@2020-01-17,P488,Q5384551,Takehiko Nakao,Q73667919,Masatsugu Asakawa,Who is the chairperson of Asian Development Bank?,The chairperson of the Asian Development Bank (ADB) is currently Mr. Masatsugu Asakawa. He has been
qwen-2.5-7b,standard,0,P488:Q498930:Q11462272->Q111385168@2014-01-01,P488,Q11462272,Akio Koike,Q111385168,Yukio Suda,Who is the chairperson of Hokkaido Railway Company?,The chairperson of Hokkaido Railway Company (JR Hokkaido) is currently Mr. Tetsuya K
qwen-2.5-7b,date_prefix,0,P488:Q498930:Q11462272->Q111385168@2014-01-01,P488,Q11462272,Akio Koike,Q111385168,Yukio Suda,In 2014: Who is the chairperson of Hokkaido Railway Company?,(A) Toshio Kato (B) Toshio Kato (C) Toshio Kato (
qwen-2.5-7b,instruction,0,P488:Q498930:Q11462272->Q111385168@2014-01-01,P488,Q11462272,Akio Koike,Q111385168,Yukio Suda,"Answer with the current, most up-to-date fact. Who is the chairperson of Hokkaido Railway Company?",The Hokkaido Railway Company (JR Hokkaido) is a Japanese railway company that operates in the northern island
qwen-2.5-7b,tas,0,P488:Q498930:Q11462272->Q111385168@2014-01-01,P488,Q11462272,Akio Koike,Q111385168,Yukio Suda,Who is the chairperson of Hokkaido Railway Company?,The chairperson of Hokkaido Railway Company (JR Hokkaido) is currently Mr. Tetsuya K
qwen-2.5-7b,iti,0,P488:Q498930:Q11462272->Q111385168@2014-01-01,P488,Q11462272,Akio Koike,Q111385168,Yukio Suda,Who is the chairperson of Hokkaido Railway Company?,The chairperson of Hokkaido Railway Company (JR Hokkaido) is currently Mr. Toshiyuki
qwen-2.5-7b,standard,0,P488:Q3550306:Q101197175->Q109908399@2021-01-01,P488,Q101197175,Jorge Martí Moreno,Q109908399,Hervé Chemouli,Who is the chairperson of International Association of Lawyers?,The chairperson of the International Association of Lawyers (IAL) is currently not publicly available information. The IAL is a global
qwen-2.5-7b,date_prefix,0,P488:Q3550306:Q101197175->Q109908399@2021-01-01,P488,Q101197175,Jorge Martí Moreno,Q109908399,Hervé Chemouli,In 2021: Who is the chairperson of International Association of Lawyers?,The chairperson of the International Association of Lawyers (IAL) in 2021 was not publicly announced or widely reported
qwen-2.5-7b,instruction,0,P488:Q3550306:Q101197175->Q109908399@2021-01-01,P488,Q101197175,Jorge Martí Moreno,Q109908399,Hervé Chemouli,"Answer with the current, most up-to-date fact. Who is the chairperson of International Association of Lawyers?",The current chairperson of the International Association of Lawyers (IAL) is not publicly available information. The IAL is a global
qwen-2.5-7b,tas,0,P488:Q3550306:Q101197175->Q109908399@2021-01-01,P488,Q101197175,Jorge Martí Moreno,Q109908399,Hervé Chemouli,Who is the chairperson of International Association of Lawyers?,The chairperson of the International Association of Lawyers (IAL) is currently not publicly available information. The IAL is a global
qwen-2.5-7b,iti,0,P488:Q3550306:Q101197175->Q109908399@2021-01-01,P488,Q101197175,Jorge Martí Moreno,Q109908399,Hervé Chemouli,Who is the chairperson of International Association of Lawyers?,The chairperson of the International Association of Lawyers (IAL) is currently not publicly available information. The IAL is a global
qwen-2.5-7b,standard,0,P488:Q1355042:Q1677920->Q3168714@2019-07-04,P488,Q1677920,Jacques Brotchi,Q3168714,Jean-Paul Wahl,Who is the chairperson of Senate of Belgium?,The chairperson of the Senate of Belgium is Elio Di Rupo. He is a member of the Socialist Party and has
qwen-2.5-7b,date_prefix,0,P488:Q1355042:Q1677920->Q3168714@2019-07-04,P488,Q1677920,Jacques Brotchi,Q3168714,Jean-Paul Wahl,In 2019: Who is the chairperson of Senate of Belgium?,The chairperson of the Senate of Belgium in 2019 was Elio Di Rupo. He was the leader
qwen-2.5-7b,instruction,0,P488:Q1355042:Q1677920->Q3168714@2019-07-04,P488,Q1677920,Jacques Brotchi,Q3168714,Jean-Paul Wahl,"Answer with the current, most up-to-date fact. Who is the chairperson of Senate of Belgium?",The chairperson of the Senate of Belgium is Elio Di Rupo.
qwen-2.5-7b,tas,0,P488:Q1355042:Q1677920->Q3168714@2019-07-04,P488,Q1677920,Jacques Brotchi,Q3168714,Jean-Paul Wahl,Who is the chairperson of Senate of Belgium?,The chairperson of the Senate of Belgium is Elio Di Rupo. He is a member of the Socialist Party and has
qwen-2.5-7b,iti,0,P488:Q1355042:Q1677920->Q3168714@2019-07-04,P488,Q1677920,Jacques Brotchi,Q3168714,Jean-Paul Wahl,Who is the chairperson of Senate of Belgium?,The chairperson of the Senate of Belgium is Elio Di Rupo. He is a Belgian politician who has served as the
qwen-2.5-7b,standard,1,P6:Q794:Q34448->Q348144@2013-08-03,P6,Q34448,Mahmoud Ahmadinejad,Q348144,Hassan Rouhani,Who is the head of government of Iran?,"The head of government of Iran is the President of Iran. The current President of Iran is Ebrahim Raisi, who"
qwen-2.5-7b,tas,1,P6:Q794:Q34448->Q348144@2013-08-03,P6,Q34448,Mahmoud Ahmadinejad,Q348144,Hassan Rouhani,Who is the head of government of Iran?,"The head of government of Iran is the President of Iran. The current President of Iran is Ebrahim Raisi, who"
qwen-2.5-7b,iti,1,P6:Q794:Q34448->Q348144@2013-08-03,P6,Q34448,Mahmoud Ahmadinejad,Q348144,Hassan Rouhani,Who is the head of government of Iran?,"The head of government of Iran is the President of Iran. The current President of Iran is Ebrahim Raisi, who"
qwen-2.5-7b,standard,1,P6:Q16:Q206->Q3099714@2015-11-04,P6,Q206,Stephen Harper,Q3099714,Justin Trudeau,Who is the head of government of Canada?,The head of government of Canada is the Prime Minister. The current Prime Minister of Canada is Justin Trudeau.
qwen-2.5-7b,tas,1,P6:Q16:Q206->Q3099714@2015-11-04,P6,Q206,Stephen Harper,Q3099714,Justin Trudeau,Who is the head of government of Canada?,The head of government of Canada is the Prime Minister. The current Prime Minister of Canada is Justin Trudeau.
qwen-2.5-7b,iti,1,P6:Q16:Q206->Q3099714@2015-11-04,P6,Q206,Stephen Harper,Q3099714,Justin Trudeau,Who is the head of government of Canada?,The head of government of Canada is the Prime Minister. The current Prime Minister of Canada is Justin Trudeau.
qwen-2.5-7b,standard,1,P6:Q778:Q16732648->Q7183082@2021-09-17,P6,Q16732648,Hubert Minnis,Q7183082,"Philip ""Brave"" Davis",Who is the head of government of The Bahamas?,"The head of government of The Bahamas is the Prime Minister. As of my last update in October 2023,"
qwen-2.5-7b,tas,1,P6:Q778:Q16732648->Q7183082@2021-09-17,P6,Q16732648,Hubert Minnis,Q7183082,"Philip ""Brave"" Davis",Who is the head of government of The Bahamas?,"The head of government of The Bahamas is the Prime Minister. As of my last update in October 2023,"
qwen-2.5-7b,iti,1,P6:Q778:Q16732648->Q7183082@2021-09-17,P6,Q16732648,Hubert Minnis,Q7183082,"Philip ""Brave"" Davis",Who is the head of government of The Bahamas?,"The head of government of The Bahamas is the Prime Minister. As of my last update in October 2023,"
qwen-2.5-7b,standard,1,P6:Q1770:Q16403144->Q4250802@2019-04-04,P6,Q16403144,Taavi Aas,Q4250802,Mihhail Kõlvart,Who is the head of government of Tallinn?,"The head of government of Tallinn is the Mayor of Tallinn, who is elected by the City Council of Tallinn."
qwen-2.5-7b,tas,1,P6:Q1770:Q16403144->Q4250802@2019-04-04,P6,Q16403144,Taavi Aas,Q4250802,Mihhail Kõlvart,Who is the head of government of Tallinn?,"The head of government of Tallinn is the Mayor of Tallinn, who is elected by the City Council of Tallinn."
qwen-2.5-7b,iti,1,P6:Q1770:Q16403144->Q4250802@2019-04-04,P6,Q16403144,Taavi Aas,Q4250802,Mihhail Kõlvart,Who is the head of government of Tallinn?,"1. The head of government of Tallinn is the Mayor of Tallinn, who is elected by the citizens of Tall"
qwen-2.5-7b,standard,1,P6:Q236:Q200305->Q57746@2010-12-29,P6,Q200305,Milo Đukanović,Q57746,Igor Lukšić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,tas,1,P6:Q236:Q200305->Q57746@2010-12-29,P6,Q200305,Milo Đukanović,Q57746,Igor Lukšić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,iti,1,P6:Q236:Q200305->Q57746@2010-12-29,P6,Q200305,Milo Đukanović,Q57746,Igor Lukšić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,standard,1,P6:Q236:Q57746->Q200305@2012-12-04,P6,Q57746,Igor Lukšić,Q200305,Milo Đukanović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,tas,1,P6:Q236:Q57746->Q200305@2012-12-04,P6,Q57746,Igor Lukšić,Q200305,Milo Đukanović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,iti,1,P6:Q236:Q57746->Q200305@2012-12-04,P6,Q57746,Igor Lukšić,Q200305,Milo Đukanović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,standard,1,P6:Q236:Q200305->Q27941657@2016-11-28,P6,Q200305,Milo Đukanović,Q27941657,Duško Marković,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,tas,1,P6:Q236:Q200305->Q27941657@2016-11-28,P6,Q200305,Milo Đukanović,Q27941657,Duško Marković,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,iti,1,P6:Q236:Q200305->Q27941657@2016-11-28,P6,Q200305,Milo Đukanović,Q27941657,Duško Marković,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,standard,1,P6:Q236:Q27941657->Q97999161@2020-12-04,P6,Q27941657,Duško Marković,Q97999161,Zdravko Krivokapić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,tas,1,P6:Q236:Q27941657->Q97999161@2020-12-04,P6,Q27941657,Duško Marković,Q97999161,Zdravko Krivokapić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,iti,1,P6:Q236:Q27941657->Q97999161@2020-12-04,P6,Q27941657,Duško Marković,Q97999161,Zdravko Krivokapić,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,standard,1,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,tas,1,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,iti,1,P6:Q236:Q97999161->Q16353146@2022-04-28,P6,Q97999161,Zdravko Krivokapić,Q16353146,Dritan Abazović,Who is the head of government of Montenegro?,The head of government of Montenegro is Milo Đukanović. He has been serving as the Prime Minister of Montenegro
qwen-2.5-7b,standard,1,P6:Q45761:Q8294022->Q9010448@2020-11-01,P6,Q8294022,Xu Dazhe,Q9010448,Mao Weiming,Who is the head of government of Hunan?,The head of government of Hunan is the Governor of Hunan. As of my last update in October 202
qwen-2.5-7b,tas,1,P6:Q45761:Q8294022->Q9010448@2020-11-01,P6,Q8294022,Xu Dazhe,Q9010448,Mao Weiming,Who is the head of government of Hunan?,The head of government of Hunan is the Governor of Hunan. As of my last update in October 202
qwen-2.5-7b,iti,1,P6:Q45761:Q8294022->Q9010448@2020-11-01,P6,Q8294022,Xu Dazhe,Q9010448,Mao Weiming,Who is the head of government of Hunan?,The head of government of Hunan is the Governor of Hunan. As of my last update in October 202
qwen-2.5-7b,standard,1,P6:Q14424:Q871892->Q62084068@2014-10-12,P6,Q871892,Péter Cseresnyés,Q62084068,Sándor Dénes,Who is the head of government of Nagykanizsa?,"The head of government of Nagykanizsa is the mayor, who is elected by the citizens of the city. The"
qwen-2.5-7b,tas,1,P6:Q14424:Q871892->Q62084068@2014-10-12,P6,Q871892,Péter Cseresnyés,Q62084068,Sándor Dénes,Who is the head of government of Nagykanizsa?,Árpád Szabó
qwen-2.5-7b,iti,1,P6:Q14424:Q871892->Q62084068@2014-10-12,P6,Q871892,Péter Cseresnyés,Q62084068,Sándor Dénes,Who is the head of government of Nagykanizsa?,Answer the above question based on the context below:  Nagykanizsa is a town in the county of Bar
qwen-2.5-7b,standard,1,P6:Q23681:Q332476->Q57886@2010-05-17,P6,Q332476,Derviş Eroğlu,Q57886,İrsen Küçük,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q332476->Q57886@2010-05-17,P6,Q332476,Derviş Eroğlu,Q57886,İrsen Küçük,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q332476->Q57886@2010-05-17,P6,Q332476,Derviş Eroğlu,Q57886,İrsen Küçük,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q57886->Q14330482@2013-06-13,P6,Q57886,İrsen Küçük,Q14330482,Sibel Siber,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q57886->Q14330482@2013-06-13,P6,Q57886,İrsen Küçük,Q14330482,Sibel Siber,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q57886->Q14330482@2013-06-13,P6,Q57886,İrsen Küçük,Q14330482,Sibel Siber,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q6065323->Q20669153@2015-07-16,P6,Q6065323,Özkan Yorgancıoğlu,Q20669153,Ömer Kalyoncu,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q6065323->Q20669153@2015-07-16,P6,Q6065323,Özkan Yorgancıoğlu,Q20669153,Ömer Kalyoncu,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q6065323->Q20669153@2015-07-16,P6,Q6065323,Özkan Yorgancıoğlu,Q20669153,Ömer Kalyoncu,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q20669153->Q58174@2016-04-16,P6,Q20669153,Ömer Kalyoncu,Q58174,Hüseyin Özgürgün,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q20669153->Q58174@2016-04-16,P6,Q20669153,Ömer Kalyoncu,Q58174,Hüseyin Özgürgün,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q20669153->Q58174@2016-04-16,P6,Q20669153,Ömer Kalyoncu,Q58174,Hüseyin Özgürgün,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q58174->Q47188815@2018-02-02,P6,Q58174,Hüseyin Özgürgün,Q47188815,Tufan Erhürman,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q47188815->Q6057339@2019-05-22,P6,Q47188815,Tufan Erhürman,Q6057339,Ersin Tatar,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q47188815->Q6057339@2019-05-22,P6,Q47188815,Tufan Erhürman,Q6057339,Ersin Tatar,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q47188815->Q6057339@2019-05-22,P6,Q47188815,Tufan Erhürman,Q6057339,Ersin Tatar,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q6057339->Q28600107@2020-12-09,P6,Q6057339,Ersin Tatar,Q28600107,Ersan Saner,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q6057339->Q28600107@2020-12-09,P6,Q6057339,Ersin Tatar,Q28600107,Ersan Saner,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q6057339->Q28600107@2020-12-09,P6,Q6057339,Ersin Tatar,Q28600107,Ersan Saner,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q28600107->Q47189019@2021-11-05,P6,Q28600107,Ersan Saner,Q47189019,Faiz Sucuoğlu,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q28600107->Q47189019@2021-11-05,P6,Q28600107,Ersan Saner,Q47189019,Faiz Sucuoğlu,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q28600107->Q47189019@2021-11-05,P6,Q28600107,Ersan Saner,Q47189019,Faiz Sucuoğlu,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,The head of government of Northern Cyprus is the President of the Turkish Republic of Northern Cyprus (TRNC). The current President is
qwen-2.5-7b,tas,1,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,Mehmet Ali Talat
qwen-2.5-7b,iti,1,P6:Q23681:Q47189019->Q12812869@2022-05-12,P6,Q47189019,Faiz Sucuoğlu,Q12812869,Ünal Üstel,Who is the head of government of Northern Cyprus?,"Answer the above question based on the context below:  Northern Cyprus has a service-based economy, with a significant agricultural sector"
qwen-2.5-7b,standard,1,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,"The head of government of Baja is the Governor of Baja California. The current governor is Jaime Bonilla Valdez,"
qwen-2.5-7b,tas,1,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,Baja California is a state in Mexico. The head of government of Baja California is the governor of Baja California.
qwen-2.5-7b,iti,1,P6:Q203344:Q1253167->Q1468102@2010-01-01,P6,Q1253167,Zoltán Révfy,Q1468102,Róbert Zsigó,Who is the head of government of Baja?,"Answer the above question based on the context below:  Baja California has a resident population of 3,17"
qwen-2.5-7b,standard,1,P6:Q203344:Q1468102->Q110780235@2014-01-01,P6,Q1468102,Róbert Zsigó,Q110780235,Róbert Fercsák,Who is the head of government of Baja?,"The head of government of Baja is the Governor of Baja California. The current governor is Jaime Bonilla Valdez,"
qwen-2.5-7b,tas,1,P6:Q203344:Q1468102->Q110780235@2014-01-01,P6,Q1468102,Róbert Zsigó,Q110780235,Róbert Fercsák,Who is the head of government of Baja?,Baja California is a state in Mexico. The head of government of Baja California is the governor of Baja California.
qwen-2.5-7b,iti,1,P6:Q203344:Q1468102->Q110780235@2014-01-01,P6,Q1468102,Róbert Zsigó,Q110780235,Róbert Fercsák,Who is the head of government of Baja?,"Answer the above question based on the context below:  Baja California has a resident population of 3,17"
qwen-2.5-7b,standard,1,P6:Q203344:Q110780235->Q110780008@2019-01-01,P6,Q110780235,Róbert Fercsák,Q110780008,Klára Nyirati,Who is the head of government of Baja?,"The head of government of Baja is the Governor of Baja California. The current governor is Jaime Bonilla Valdez,"
qwen-2.5-7b,tas,1,P6:Q203344:Q110780235->Q110780008@2019-01-01,P6,Q110780235,Róbert Fercsák,Q110780008,Klára Nyirati,Who is the head of government of Baja?,Baja California is a state in Mexico. The head of government of Baja California is the governor of Baja California.
qwen-2.5-7b,iti,1,P6:Q203344:Q110780235->Q110780008@2019-01-01,P6,Q110780235,Róbert Fercsák,Q110780008,Klára Nyirati,Who is the head of government of Baja?,"Answer the above question based on the context below:  Baja California has a resident population of 3,17"
qwen-2.5-7b,standard,1,P6:Q2865:Q828457->Q33262484@2017-07-22,P6,Q828457,Bertram Hilgen,Q33262484,Christian Geselle,Who is the head of government of Kassel?,"The head of government of Kassel is the Lord Mayor (German: ""Oberbürgermeister""). As of my"
qwen-2.5-7b,tas,1,P6:Q2865:Q828457->Q33262484@2017-07-22,P6,Q828457,Bertram Hilgen,Q33262484,Christian Geselle,Who is the head of government of Kassel?,"The head of government of Kassel is the Lord Mayor (German: ""Oberbürgermeister""). As of my"
qwen-2.5-7b,iti,1,P6:Q2865:Q828457->Q33262484@2017-07-22,P6,Q828457,Bertram Hilgen,Q33262484,Christian Geselle,Who is the head of government of Kassel?,Answer the above question based on the context below:  Kassel is governed by a lord mayor (Oberbürger
qwen-2.5-7b,standard,1,P6:Q1721:Q84611->Q6802911@2013-01-01,P6,Q84611,Helmut Müller,Q6802911,Sven Gerich,Who is the head of government of Wiesbaden?,"The head of government of Wiesbaden is the Lord Mayor (German: ""Oberbürgermeister""). As"
qwen-2.5-7b,tas,1,P6:Q1721:Q84611->Q6802911@2013-01-01,P6,Q84611,Helmut Müller,Q6802911,Sven Gerich,Who is the head of government of Wiesbaden?,"The head of government of Wiesbaden is the Lord Mayor (German: ""Oberbürgermeister""). As"
qwen-2.5-7b,iti,1,P6:Q1721:Q84611->Q6802911@2013-01-01,P6,Q84611,Helmut Müller,Q6802911,Sven Gerich,Who is the head of government of Wiesbaden?,1. Identify the relevant information: The question asks for the head of government of Wiesbaden.
qwen-2.5-7b,standard,1,P6:Q1721:Q6802911->Q64691933@2019-01-01,P6,Q6802911,Sven Gerich,Q64691933,Gert-Uwe Mende,Who is the head of government of Wiesbaden?,"The head of government of Wiesbaden is the Lord Mayor (German: ""Oberbürgermeister""). As"
qwen-2.5-7b,tas,1,P6:Q1721:Q6802911->Q64691933@2019-01-01,P6,Q6802911,Sven Gerich,Q64691933,Gert-Uwe Mende,Who is the head of government of Wiesbaden?,"The head of government of Wiesbaden is the Lord Mayor (German: ""Oberbürgermeister""). As"
qwen-2.5-7b,iti,1,P6:Q1721:Q6802911->Q64691933@2019-01-01,P6,Q6802911,Sven Gerich,Q64691933,Gert-Uwe Mende,Who is the head of government of Wiesbaden?,1. Identify the relevant information: The question asks for the head of government of Wiesbaden.
qwen-2.5-7b,standard,1,P6:Q2916:Q893758->Q15855000@2013-01-01,P6,Q893758,Boris Pistorius,Q15855000,Wolfgang Griesert,Who is the head of government of Osnabrück?,"The head of government of Osnabrück is the Lord Mayor (German: ""Oberbürgermeister""). The"
qwen-2.5-7b,tas,1,P6:Q2916:Q893758->Q15855000@2013-01-01,P6,Q893758,Boris Pistorius,Q15855000,Wolfgang Griesert,Who is the head of government of Osnabrück?,Osnabrück is a city in Germany. The head of government of Osnabrück is the Lord Mayor.
qwen-2.5-7b,iti,1,P6:Q2916:Q893758->Q15855000@2013-01-01,P6,Q893758,Boris Pistorius,Q15855000,Wolfgang Griesert,Who is the head of government of Osnabrück?,1. Identify the relevant information: The question asks for the head of government of Osnabrück.
