record_id,canonical_id,row_index,subject_qid,relation_id,update_date,split,grouping_key,seed,split_version,is_ptc__qwen-2.5-1.5b,knowledge_absent__qwen-2.5-1.5b,is_ptc__qwen-2.5-7b,knowledge_absent__qwen-2.5-7b,is_ptc__mistral-7b-v0.3,knowledge_absent__mistral-7b-v0.3,is_ptc__llama-3.1-8b,knowledge_absent__llama-3.1-8b
P6:Q16427143:Q24020576->Q104451961@2020-10-01,P6:Q16427143:Q24020576->Q104451961,2722,Q16427143,P6,2020-10-01,train,Q16427143,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427557:Q24027617->Q104502345@2020-10-01,P6:Q16427557:Q24027617->Q104502345,2723,Q16427557,P6,2020-10-01,test,Q16427557,20260712,v1,0,1,0,1,1,0,0,0
P6:Q16427572:Q24027599->Q104502404@2020-10-01,P6:Q16427572:Q24027599->Q104502404,2724,Q16427572,P6,2020-10-01,train,Q16427572,20260712,v1,0,1,0,1,0,0,0,0
P6:Q2292754:Q24020994->Q26135943@2016-01-01,P6:Q2292754:Q24020994->Q26135943,2725,Q2292754,P6,2016-01-01,validation,Q2292754,20260712,v1,0,1,0,0,0,0,0,0
P6:Q2719979:Q24020694->Q26137413@2016-01-01,P6:Q2719979:Q24020694->Q26137413,2726,Q2719979,P6,2016-01-01,train,Q2719979,20260712,v1,0,1,0,1,1,0,0,0
P6:Q3883819:Q24020969->Q26133550@2016-01-01,P6:Q3883819:Q24020969->Q26133550,2727,Q3883819,P6,2016-01-01,train,Q3883819,20260712,v1,0,0,0,0,0,0,0,0
P6:Q609044:Q24021009->Q26133538@2016-01-01,P6:Q609044:Q24021009->Q26133538,2728,Q609044,P6,2016-01-01,calibration,Q609044,20260712,v1,0,1,0,1,0,0,0,0
P6:Q609044:Q26133538->Q100890564@2020-01-01,P6:Q609044:Q26133538->Q100890564,2729,Q609044,P6,2020-01-01,calibration,Q609044,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1021953:Q23925222->Q25998407@2016-01-01,P6:Q1021953:Q23925222->Q25998407,2730,Q1021953,P6,2016-01-01,validation,Q1021953,20260712,v1,1,1,0,1,0,0,0,1
P6:Q11141348:Q23925304->Q25998563@2016-01-01,P6:Q11141348:Q23925304->Q25998563,2731,Q11141348,P6,2016-01-01,train,Q11141348,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1159701:Q23925266->Q104442246@2020-10-01,P6:Q1159701:Q23925266->Q104442246,2732,Q1159701,P6,2020-10-01,train,Q1159701,20260712,v1,0,1,0,1,0,1,0,1
P6:Q2300583:Q23911449->Q26157412@2016-01-01,P6:Q2300583:Q23911449->Q26157412,2733,Q2300583,P6,2016-01-01,train,Q2300583,20260712,v1,0,0,0,0,0,0,0,0
P6:Q2606057:Q23925233->Q25998635@2016-01-01,P6:Q2606057:Q23925233->Q25998635,2734,Q2606057,P6,2016-01-01,test,Q2606057,20260712,v1,0,1,0,1,0,0,0,1
P6:Q2721618:Q23911715->Q26157719@2016-01-01,P6:Q2721618:Q23911715->Q26157719,2735,Q2721618,P6,2016-01-01,train,Q2721618,20260712,v1,0,1,0,1,0,1,0,1
P6:Q925507:Q23911580->Q104505586@2020-10-01,P6:Q925507:Q23911580->Q104505586,2736,Q925507,P6,2020-10-01,train,Q925507,20260712,v1,0,1,0,0,0,0,0,0
P6:Q116292:Q26240477->Q26242287@2016-01-01,P6:Q116292:Q26240477->Q26242287,2737,Q116292,P6,2016-01-01,calibration,Q116292,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16426679:Q26240539->Q26242299@2016-01-01,P6:Q16426679:Q26240539->Q26242299,2738,Q16426679,P6,2016-01-01,validation,Q16426679,20260712,v1,0,1,0,1,0,0,0,1
P6:Q16426700:Q26240709->Q104445157@2020-10-01,P6:Q16426700:Q26240709->Q104445157,2739,Q16426700,P6,2020-10-01,validation,Q16426700,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5058207:Q26241202->Q104445166@2020-10-01,P6:Q5058207:Q26241202->Q104445166,2740,Q5058207,P6,2020-10-01,train,Q5058207,20260712,v1,0,1,0,0,0,0,0,0
P6:Q789811:Q26240530->Q26242280@2016-01-01,P6:Q789811:Q26240530->Q26242280,2741,Q789811,P6,2016-01-01,train,Q789811,20260712,v1,0,1,0,1,0,1,0,1
P6:Q935846:Q26241272->Q26242282@2016-01-01,P6:Q935846:Q26241272->Q26242282,2742,Q935846,P6,2016-01-01,test,Q935846,20260712,v1,0,1,0,1,0,1,0,1
P6:Q935846:Q26242282->Q104445108@2020-10-01,P6:Q935846:Q26242282->Q104445108,2743,Q935846,P6,2020-10-01,test,Q935846,20260712,v1,0,0,0,0,0,0,0,0
P6:Q1088269:Q24396880->Q25973306@2016-01-01,P6:Q1088269:Q24396880->Q25973306,2744,Q1088269,P6,2016-01-01,validation,Q1088269,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12116973:Q24409099->Q25973343@2016-01-01,P6:Q12116973:Q24409099->Q25973343,2745,Q12116973,P6,2016-01-01,train,Q12116973,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12116973:Q25973343->Q104420244@2020-10-01,P6:Q12116973:Q25973343->Q104420244,2746,Q12116973,P6,2020-10-01,train,Q12116973,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12724714:Q24407921->Q104420207@2020-10-01,P6:Q12724714:Q24407921->Q104420207,2747,Q12724714,P6,2020-10-01,train,Q12724714,20260712,v1,0,1,0,1,0,0,0,1
P6:Q16043885:Q24408117->Q25973307@2016-01-01,P6:Q16043885:Q24408117->Q25973307,2748,Q16043885,P6,2016-01-01,train,Q16043885,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16425628:Q24397710->Q104420399@2020-10-01,P6:Q16425628:Q24397710->Q104420399,2749,Q16425628,P6,2020-10-01,train,Q16425628,20260712,v1,0,0,0,0,0,1,0,0
P6:Q16425655:Q24408795->Q104420197@2020-10-01,P6:Q16425655:Q24408795->Q104420197,2750,Q16425655,P6,2020-10-01,train,Q16425655,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16425685:Q24410168->Q104420224@2020-10-01,P6:Q16425685:Q24410168->Q104420224,2751,Q16425685,P6,2020-10-01,train,Q16425685,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16425699:Q24410363->Q104420192@2020-10-01,P6:Q16425699:Q24410363->Q104420192,2752,Q16425699,P6,2020-10-01,train,Q16425699,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16425720:Q24411123->Q25973740@2016-01-01,P6:Q16425720:Q24411123->Q25973740,2753,Q16425720,P6,2016-01-01,train,Q16425720,20260712,v1,0,1,0,1,0,1,0,1
P6:Q4683186:Q24412614->Q104420226@2020-10-01,P6:Q4683186:Q24412614->Q104420226,2754,Q4683186,P6,2020-10-01,validation,Q4683186,20260712,v1,0,1,0,0,0,0,0,0
P6:Q5611575:Q24411232->Q104420200@2020-10-01,P6:Q5611575:Q24411232->Q104420200,2755,Q5611575,P6,2020-10-01,train,Q5611575,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1086336:Q23927940->Q104419821@2020-10-01,P6:Q1086336:Q23927940->Q104419821,2756,Q1086336,P6,2020-10-01,validation,Q1086336,20260712,v1,0,1,0,1,0,0,0,1
P6:Q1091647:Q23927972->Q25972410@2016-01-01,P6:Q1091647:Q23927972->Q25972410,2757,Q1091647,P6,2016-01-01,train,Q1091647,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1091647:Q25972410->Q104420168@2020-10-01,P6:Q1091647:Q25972410->Q104420168,2758,Q1091647,P6,2020-10-01,train,Q1091647,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1097245:Q23925532->Q25998188@2016-01-01,P6:Q1097245:Q23925532->Q25998188,2759,Q1097245,P6,2016-01-01,train,Q1097245,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1118909:Q23927586->Q25972292@2016-01-01,P6:Q1118909:Q23927586->Q25972292,2760,Q1118909,P6,2016-01-01,train,Q1118909,20260712,v1,0,1,0,1,0,1,0,1
P6:Q125604:Q23925451->Q25998398@2016-01-01,P6:Q125604:Q23925451->Q25998398,2761,Q125604,P6,2016-01-01,train,Q125604,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12724800:Q23925496->Q104438140@2020-10-01,P6:Q12724800:Q23925496->Q104438140,2762,Q12724800,P6,2020-10-01,train,Q12724800,20260712,v1,0,1,0,1,0,1,0,1
P6:Q2310564:Q23925422->Q25998667@2016-01-01,P6:Q2310564:Q23925422->Q25998667,2763,Q2310564,P6,2016-01-01,validation,Q2310564,20260712,v1,0,1,0,0,0,0,0,1
P6:Q2467038:Q23927937->Q25972872@2016-01-01,P6:Q2467038:Q23927937->Q25972872,2764,Q2467038,P6,2016-01-01,test,Q2467038,20260712,v1,0,1,0,1,0,0,0,0
P6:Q2467674:Q23927835->Q25972792@2016-01-01,P6:Q2467674:Q23927835->Q25972792,2765,Q2467674,P6,2016-01-01,train,Q2467674,20260712,v1,0,1,0,1,0,0,0,0
P6:Q556266:Q23927881->Q104420165@2020-10-01,P6:Q556266:Q23927881->Q104420165,2766,Q556266,P6,2020-10-01,validation,Q556266,20260712,v1,0,0,0,0,0,0,0,0
P6:Q674114:Q23927971->Q104419945@2020-10-01,P6:Q674114:Q23927971->Q104419945,2767,Q674114,P6,2020-10-01,test,Q674114,20260712,v1,0,1,0,1,0,1,0,1
P6:Q912315:Q23925491->Q104438144@2020-10-01,P6:Q912315:Q23925491->Q104438144,2768,Q912315,P6,2020-10-01,train,Q912315,20260712,v1,1,1,0,1,0,1,0,1
P6:Q12724682:Q24053376->Q104502549@2020-10-01,P6:Q12724682:Q24053376->Q104502549,2769,Q12724682,P6,2020-10-01,train,Q12724682,20260712,v1,0,1,0,0,0,0,0,0
P6:Q12725180:Q24053705->Q26156245@2016-01-01,P6:Q12725180:Q24053705->Q26156245,2770,Q12725180,P6,2016-01-01,train,Q12725180,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12725212:Q24053484->Q104502529@2020-10-01,P6:Q12725212:Q24053484->Q104502529,2771,Q12725212,P6,2020-10-01,calibration,Q12725212,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427649:Q24053396->Q26156236@2016-01-01,P6:Q16427649:Q24053396->Q26156236,2772,Q16427649,P6,2016-01-01,train,Q16427649,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427649:Q26156236->Q104502468@2020-10-01,P6:Q16427649:Q26156236->Q104502468,2773,Q16427649,P6,2020-10-01,train,Q16427649,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427654:Q24053254->Q104502520@2020-10-01,P6:Q16427654:Q24053254->Q104502520,2774,Q16427654,P6,2020-10-01,train,Q16427654,20260712,v1,0,1,0,0,0,0,0,0
P6:Q16427663:Q24053257->Q26156242@2016-01-01,P6:Q16427663:Q24053257->Q26156242,2775,Q16427663,P6,2016-01-01,train,Q16427663,20260712,v1,1,1,0,1,0,1,0,1
P6:Q16427663:Q26156242->Q104502548@2020-10-01,P6:Q16427663:Q26156242->Q104502548,2776,Q16427663,P6,2020-10-01,train,Q16427663,20260712,v1,0,1,1,1,0,1,0,0
P6:Q16427667:Q24053247->Q26156243@2016-01-01,P6:Q16427667:Q24053247->Q26156243,2777,Q16427667,P6,2016-01-01,train,Q16427667,20260712,v1,0,0,0,0,0,0,0,0
P6:Q16427671:Q24053893->Q26156244@2016-01-01,P6:Q16427671:Q24053893->Q26156244,2778,Q16427671,P6,2016-01-01,test,Q16427671,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427677:Q24053362->Q104502527@2020-10-01,P6:Q16427677:Q24053362->Q104502527,2779,Q16427677,P6,2020-10-01,train,Q16427677,20260712,v1,0,1,0,1,0,1,0,1
P6:Q283104:Q24053998->Q26156158@2016-01-01,P6:Q283104:Q24053998->Q26156158,2780,Q283104,P6,2016-01-01,calibration,Q283104,20260712,v1,0,1,0,1,0,0,0,0
P6:Q1017982:Q26272124->Q26272771@2016-01-01,P6:Q1017982:Q26272124->Q26272771,2781,Q1017982,P6,2016-01-01,test,Q1017982,20260712,v1,0,1,0,1,0,1,0,1
P6:Q204850:Q26272112->Q26272687@2016-01-01,P6:Q204850:Q26272112->Q26272687,2782,Q204850,P6,2016-01-01,train,Q204850,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5062900:Q26272076->Q26272860@2016-01-01,P6:Q5062900:Q26272076->Q26272860,2783,Q5062900,P6,2016-01-01,calibration,Q5062900,20260712,v1,0,1,0,1,0,1,0,1
P6:Q837167:Q26272134->Q104445182@2020-10-01,P6:Q837167:Q26272134->Q104445182,2784,Q837167,P6,2020-10-01,train,Q837167,20260712,v1,0,1,0,1,0,0,0,1
P6:Q155975:Q52271528->Q119040405@2022-10-24,P6:Q155975:Q52271528->Q119040405,2785,Q155975,P6,2022-10-24,train,Q155975,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12135430:Q26690860->Q104447340@2020-10-01,P6:Q12135430:Q26690860->Q104447340,2786,Q12135430,P6,2020-10-01,train,Q12135430,20260712,v1,0,1,0,1,0,1,0,1
P6:Q1527880:Q26690739->Q26691385@2016-01-01,P6:Q1527880:Q26690739->Q26691385,2787,Q1527880,P6,2016-01-01,test,Q1527880,20260712,v1,0,1,0,1,0,1,0,1
P6:Q209782:Q26690515->Q26691357@2016-01-01,P6:Q209782:Q26690515->Q26691357,2788,Q209782,P6,2016-01-01,calibration,Q209782,20260712,v1,0,1,0,1,0,0,0,0
P6:Q276152:Q26690689->Q26691359@2016-01-01,P6:Q276152:Q26690689->Q26691359,2789,Q276152,P6,2016-01-01,train,Q276152,20260712,v1,0,1,0,0,0,0,0,0
P6:Q3413646:Q26505369->Q118464930@2020-01-01,P6:Q3413646:Q26505369->Q118464930,2790,Q3413646,P6,2020-01-01,train,Q3413646,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5055340:Q26690779->Q104447650@2020-10-01,P6:Q5055340:Q26690779->Q104447650,2791,Q5055340,P6,2020-10-01,validation,Q5055340,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5055648:Q26690599->Q26691379@2016-01-01,P6:Q5055648:Q26690599->Q26691379,2792,Q5055648,P6,2016-01-01,train,Q5055648,20260712,v1,0,0,0,0,0,0,0,0
P6:Q5055648:Q26691379->Q104447233@2020-10-01,P6:Q5055648:Q26691379->Q104447233,2793,Q5055648,P6,2020-10-01,train,Q5055648,20260712,v1,0,1,0,1,0,0,0,0
P6:Q5067803:Q26690813->Q104451525@2020-10-01,P6:Q5067803:Q26690813->Q104451525,2794,Q5067803,P6,2020-10-01,test,Q5067803,20260712,v1,0,1,0,1,0,1,0,1
P6:Q837154:Q26272196->Q104445295@2020-10-01,P6:Q837154:Q26272196->Q104445295,2795,Q837154,P6,2020-10-01,train,Q837154,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12724556:Q24083199->Q26156545@2016-01-01,P6:Q12724556:Q24083199->Q26156545,2796,Q12724556,P6,2016-01-01,validation,Q12724556,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12724780:Q24083242->Q26156916@2016-01-01,P6:Q12724780:Q24083242->Q26156916,2797,Q12724780,P6,2016-01-01,train,Q12724780,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12724786:Q24054218->Q26156183@2016-01-01,P6:Q12724786:Q24054218->Q26156183,2798,Q12724786,P6,2016-01-01,validation,Q12724786,20260712,v1,0,1,0,1,0,0,0,1
P6:Q12724926:Q24083152->Q104506128@2020-10-01,P6:Q12724926:Q24083152->Q104506128,2799,Q12724926,P6,2020-10-01,train,Q12724926,20260712,v1,0,0,0,0,0,0,0,0
P6:Q16427878:Q24083099->Q26156931@2016-01-01,P6:Q16427878:Q24083099->Q26156931,2800,Q16427878,P6,2016-01-01,test,Q16427878,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16440124:Q24083178->Q104506283@2020-10-01,P6:Q16440124:Q24083178->Q104506283,2801,Q16440124,P6,2020-10-01,train,Q16440124,20260712,v1,0,1,0,1,0,1,0,1
P6:Q192758:Q24083250->Q26156505@2016-01-01,P6:Q192758:Q24083250->Q26156505,2802,Q192758,P6,2016-01-01,test,Q192758,20260712,v1,0,1,0,1,1,1,0,0
P6:Q2068040:Q24083200->Q104505879@2020-10-01,P6:Q2068040:Q24083200->Q104505879,2803,Q2068040,P6,2020-10-01,validation,Q2068040,20260712,v1,0,0,0,0,0,0,0,0
P6:Q2721521:Q24083223->Q26157203@2016-01-01,P6:Q2721521:Q24083223->Q26157203,2804,Q2721521,P6,2016-01-01,test,Q2721521,20260712,v1,0,1,0,1,0,1,0,1
P6:Q275890:Q24083207->Q26156510@2016-01-01,P6:Q275890:Q24083207->Q26156510,2805,Q275890,P6,2016-01-01,train,Q275890,20260712,v1,0,0,0,0,0,0,0,0
P6:Q3915283:Q24083188->Q26157372@2016-01-01,P6:Q3915283:Q24083188->Q26157372,2806,Q3915283,P6,2016-01-01,train,Q3915283,20260712,v1,0,1,0,1,0,1,0,1
P6:Q596940:Q24083107->Q26157107@2016-01-01,P6:Q596940:Q24083107->Q26157107,2807,Q596940,P6,2016-01-01,train,Q596940,20260712,v1,0,1,0,1,0,0,0,0
P6:Q12724817:Q26135119->Q26135544@2016-01-01,P6:Q12724817:Q26135119->Q26135544,2808,Q12724817,P6,2016-01-01,test,Q12724817,20260712,v1,0,1,0,1,0,0,0,0
P6:Q12098994:Q26697620->Q26701862@2016-01-01,P6:Q12098994:Q26697620->Q26701862,2809,Q12098994,P6,2016-01-01,validation,Q12098994,20260712,v1,0,1,0,1,0,1,0,1
P6:Q275895:Q26691326->Q26691363@2016-01-01,P6:Q275895:Q26691326->Q26691363,2810,Q275895,P6,2016-01-01,train,Q275895,20260712,v1,0,0,0,0,0,0,0,0
P6:Q334874:Q26691027->Q26691354@2016-01-01,P6:Q334874:Q26691027->Q26691354,2811,Q334874,P6,2016-01-01,test,Q334874,20260712,v1,0,1,0,1,0,1,0,1
P6:Q334874:Q26691354->Q104447157@2020-10-01,P6:Q334874:Q26691354->Q104447157,2812,Q334874,P6,2020-10-01,test,Q334874,20260712,v1,0,0,0,0,0,0,0,0
P6:Q5053994:Q26691124->Q104447503@2020-10-01,P6:Q5053994:Q26691124->Q104447503,2813,Q5053994,P6,2020-10-01,test,Q5053994,20260712,v1,0,1,0,1,0,0,0,1
P6:Q5057229:Q26697716->Q26701868@2016-01-01,P6:Q5057229:Q26697716->Q26701868,2814,Q5057229,P6,2016-01-01,calibration,Q5057229,20260712,v1,0,1,0,1,0,0,0,0
P6:Q5057229:Q26701868->Q104451587@2020-10-01,P6:Q5057229:Q26701868->Q104451587,2815,Q5057229,P6,2020-10-01,calibration,Q5057229,20260712,v1,0,1,0,1,0,0,0,0
P6:Q5057271:Q26697759->Q104451591@2020-10-01,P6:Q5057271:Q26697759->Q104451591,2816,Q5057271,P6,2020-10-01,train,Q5057271,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5057897:Q26697552->Q26701857@2016-01-01,P6:Q5057897:Q26697552->Q26701857,2817,Q5057897,P6,2016-01-01,validation,Q5057897,20260712,v1,1,1,0,1,0,1,0,1
P6:Q5057978:Q26697314->Q104451569@2020-10-01,P6:Q5057978:Q26697314->Q104451569,2818,Q5057978,P6,2020-10-01,train,Q5057978,20260712,v1,0,1,0,1,0,0,0,1
P6:Q5064482:Q26697298->Q507716@2020-10-01,P6:Q5064482:Q26697298->Q507716,2819,Q5064482,P6,2020-10-01,test,Q5064482,20260712,v1,0,1,0,1,0,0,0,0
P6:Q5064696:Q26697493->Q26701853@2016-01-01,P6:Q5064696:Q26697493->Q26701853,2820,Q5064696,P6,2016-01-01,train,Q5064696,20260712,v1,0,1,0,0,0,1,0,0
P6:Q201516:Q27973743->Q5213552@2017-11-13,P6:Q201516:Q27973743->Q5213552,2821,Q201516,P6,2017-11-13,train,Q201516,20260712,v1,0,0,0,0,0,0,0,0
P6:Q3351:Q28064663->Q119320652@2020-07-01,P6:Q3351:Q28064663->Q119320652,2822,Q3351,P6,2020-07-01,validation,Q3351,20260712,v1,0,1,0,1,0,1,0,1
P6:Q503772:Q27994939->Q27994936@2016-11-21,P6:Q503772:Q27994939->Q27994936,2823,Q503772,P6,2016-11-21,train,Q503772,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12724610:Q24089390->Q26156441@2016-01-01,P6:Q12724610:Q24089390->Q26156441,2824,Q12724610,P6,2016-01-01,train,Q12724610,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12724652:Q24089409->Q104502877@2020-10-01,P6:Q12724652:Q24089409->Q104502877,2825,Q12724652,P6,2020-10-01,validation,Q12724652,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12724763:Q24089410->Q26156457@2016-01-01,P6:Q12724763:Q24089410->Q26156457,2826,Q12724763,P6,2016-01-01,train,Q12724763,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12725029:Q24089416->Q26156467@2016-01-01,P6:Q12725029:Q24089416->Q26156467,2827,Q12725029,P6,2016-01-01,calibration,Q12725029,20260712,v1,0,1,0,1,0,1,0,0
P6:Q12725047:Q24089295->Q26156470@2016-01-01,P6:Q12725047:Q24089295->Q26156470,2828,Q12725047,P6,2016-01-01,test,Q12725047,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427926:Q24088423->Q104506156@2020-10-01,P6:Q16427926:Q24088423->Q104506156,2829,Q16427926,P6,2020-10-01,train,Q16427926,20260712,v1,0,1,0,1,0,0,0,0
P6:Q16427937:Q24088438->Q26157399@2016-01-01,P6:Q16427937:Q24088438->Q26157399,2830,Q16427937,P6,2016-01-01,train,Q16427937,20260712,v1,0,0,0,0,0,0,0,0
P6:Q899461:Q24088943->Q26156532@2016-01-01,P6:Q899461:Q24088943->Q26156532,2831,Q899461,P6,2016-01-01,train,Q899461,20260712,v1,0,1,0,0,0,0,0,0
P6:Q5054285:Q26698834->Q26701906@2016-01-01,P6:Q5054285:Q26698834->Q26701906,2832,Q5054285,P6,2016-01-01,calibration,Q5054285,20260712,v1,0,1,0,0,0,0,0,1
P6:Q5055628:Q26698981->Q26701918@2016-01-01,P6:Q5055628:Q26698981->Q26701918,2833,Q5055628,P6,2016-01-01,train,Q5055628,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5055677:Q26698938->Q26701916@2016-01-01,P6:Q5055677:Q26698938->Q26701916,2834,Q5055677,P6,2016-01-01,train,Q5055677,20260712,v1,0,0,0,0,0,0,0,0
P6:Q5055677:Q26701916->Q104502195@2020-10-01,P6:Q5055677:Q26701916->Q104502195,2835,Q5055677,P6,2020-10-01,train,Q5055677,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5056550:Q26698784->Q26701908@2016-01-01,P6:Q5056550:Q26698784->Q26701908,2836,Q5056550,P6,2016-01-01,test,Q5056550,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5056844:Q26698208->Q104451609@2020-10-01,P6:Q5056844:Q26698208->Q104451609,2837,Q5056844,P6,2020-10-01,validation,Q5056844,20260712,v1,0,1,0,1,0,0,0,1
P6:Q5057206:Q26697881->Q104451600@2020-10-01,P6:Q5057206:Q26697881->Q104451600,2838,Q5057206,P6,2020-10-01,train,Q5057206,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5057768:Q26698291->Q26701895@2016-01-01,P6:Q5057768:Q26698291->Q26701895,2839,Q5057768,P6,2016-01-01,test,Q5057768,20260712,v1,0,1,0,1,0,0,0,1
P6:Q5063614:Q26698885->Q26701913@2016-01-01,P6:Q5063614:Q26698885->Q26701913,2840,Q5063614,P6,2016-01-01,test,Q5063614,20260712,v1,0,1,0,1,0,1,0,1
P6:Q572478:Q26697988->Q102226609@2020-10-01,P6:Q572478:Q26697988->Q102226609,2841,Q572478,P6,2020-10-01,test,Q572478,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12117817:Q26236736->Q104420903@2020-10-01,P6:Q12117817:Q26236736->Q104420903,2842,Q12117817,P6,2020-10-01,calibration,Q12117817,20260712,v1,0,1,0,0,1,0,0,1
P6:Q5062684:Q26236754->Q26237045@2016-01-01,P6:Q5062684:Q26236754->Q26237045,2843,Q5062684,P6,2016-01-01,train,Q5062684,20260712,v1,0,1,0,1,0,1,0,1
P6:Q527808:Q26212092->Q109450951@2021-09-01,P6:Q527808:Q26212092->Q109450951,2844,Q527808,P6,2021-09-01,train,Q527808,20260712,v1,0,1,0,1,0,0,0,1
P6:Q651322:Q26236786->Q104420613@2020-10-01,P6:Q651322:Q26236786->Q104420613,2845,Q651322,P6,2020-10-01,train,Q651322,20260712,v1,0,1,0,1,0,0,0,0
P6:Q859805:Q26236689->Q26236991@2016-01-01,P6:Q859805:Q26236689->Q26236991,2846,Q859805,P6,2016-01-01,validation,Q859805,20260712,v1,0,0,0,0,0,0,0,0
P6:Q12724510:Q26701533->Q104502413@2020-10-01,P6:Q12724510:Q26701533->Q104502413,2847,Q12724510,P6,2020-10-01,train,Q12724510,20260712,v1,0,1,0,1,0,0,0,0
P6:Q16427293:Q26701540->Q104502420@2020-10-01,P6:Q16427293:Q26701540->Q104502420,2848,Q16427293,P6,2020-10-01,train,Q16427293,20260712,v1,0,1,0,1,0,0,0,1
P6:Q16427302:Q94691841->Q104502447@2020-10-01,P6:Q16427302:Q94691841->Q104502447,2849,Q16427302,P6,2020-10-01,train,Q16427302,20260712,v1,0,1,0,1,0,0,0,1
P6:Q16427325:Q26701562->Q26701955@2016-01-01,P6:Q16427325:Q26701562->Q26701955,2850,Q16427325,P6,2016-01-01,train,Q16427325,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427345:Q26701571->Q104502446@2020-10-01,P6:Q16427345:Q26701571->Q104502446,2851,Q16427345,P6,2020-10-01,train,Q16427345,20260712,v1,0,1,0,1,0,1,0,1
P6:Q16427390:Q26701782->Q26701966@2016-01-01,P6:Q16427390:Q26701782->Q26701966,2852,Q16427390,P6,2016-01-01,train,Q16427390,20260712,v1,0,1,0,1,0,0,0,0
P6:Q16427404:Q26701828->Q104502408@2020-10-01,P6:Q16427404:Q26701828->Q104502408,2853,Q16427404,P6,2020-10-01,validation,Q16427404,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5054581:Q26699053->Q104502210@2020-10-01,P6:Q5054581:Q26699053->Q104502210,2854,Q5054581,P6,2020-10-01,train,Q5054581,20260712,v1,0,1,0,1,0,1,0,1
P6:Q5054603:Q26699041->Q104502206@2020-10-01,P6:Q5054603:Q26699041->Q104502206,2855,Q5054603,P6,2020-10-01,train,Q5054603,20260712,v1,0,0,0,1,0,0,0,0
P6:Q5055827:Q26699102->Q26701930@2016-01-01,P6:Q5055827:Q26699102->Q26701930,2856,Q5055827,P6,2016-01-01,train,Q5055827,20260712,v1,0,1,0,1,0,1,0,1
P6:Q668701:Q26699122->Q26701898@2016-01-01,P6:Q668701:Q26699122->Q26701898,2857,Q668701,P6,2016-01-01,test,Q668701,20260712,v1,0,1,0,1,0,1,0,1
P6:Q668701:Q26701898->Q104502174@2020-10-01,P6:Q668701:Q26701898->Q104502174,2858,Q668701,P6,2020-10-01,test,Q668701,20260712,v1,0,1,0,0,0,0,0,0
P6:Q12104506:Q24089647->Q26156415@2016-01-01,P6:Q12104506:Q24089647->Q26156415,2859,Q12104506,P6,2016-01-01,test,Q12104506,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12111150:Q24113727->Q104437584@2020-10-01,P6:Q12111150:Q24113727->Q104437584,2860,Q12111150,P6,2020-10-01,train,Q12111150,20260712,v1,0,1,0,1,0,1,0,1
P6:Q12134510:Q24089641->Q104502817@2020-10-01,P6:Q12134510:Q24089641->Q104502817,2861,Q12134510,P6,2020-10-01,test,Q12134510,20260712,v1,0,1,0,1,0,1,0,1
